Monthly_Income,Family_Size,Children,Previous_Expense,Month,Festival,Food_Preference,Guest_Arrival,Price_Hike,Shopping_Frequency,Grocery_Expense
143228,6,2,9093,April,yes,Vegetarian,No,No,weekly,12693
81641,2,1,15815,December,yes,Vegetarian,No,No,Biweekly,16615
86174,7,0,12818,March,no,Non-Veg,No,No,weekly,15818
58882,7,0,4528,June,yes,Non-Veg,Yes,Yes,weekly,9946
63620,1,0,14354,October,no,Mixed,No,Yes,weekly,15385
57413,8,2,12559,September,no,Mixed,No,Yes,Monthly,18396
93424,4,1,15807,October,yes,Mixed,Yes,Yes,weekly,19818
65980,7,4,5876,January,no,Non-Veg,No,No,Biweekly,10076
76209,2,1,10027,September,no,Vegetarian,No,Yes,weekly,11846
85347,6,0,14976,November,yes,Vegetarian,No,Yes,Monthly,19857
80636,6,0,8878,January,no,Vegetarian,Yes,No,Monthly,13260
75930,5,0,13719,October,yes,Non-Veg,Yes,No,Monthly,16842
50595,6,3,6776,July,yes,Vegetarian,Yes,Yes,Biweekly,11887
100905,2,1,6548,July,no,Non-Veg,Yes,No,weekly,9281
59058,5,0,2990,July,no,Vegetarian,Yes,Yes,weekly,6839
145454,5,2,8635,December,yes,Vegetarian,No,No,Biweekly,11735
140127,2,1,16043,October,no,Non-Veg,No,Yes,Biweekly,18642
99672,3,0,17600,January,yes,Mixed,Yes,Yes,Monthly,21769
142344,4,1,14053,September,yes,Non-Veg,No,No,Monthly,16353
141273,5,0,14122,April,no,Non-Veg,Yes,No,weekly,17211
95704,6,4,6316,December,no,Mixed,Yes,Yes,Biweekly,11746
91350,2,1,14961,August,yes,Non-Veg,Yes,No,weekly,17242
80113,1,0,4253,february,no,Vegetarian,No,Yes,weekly,4554
58879,4,1,16150,August,yes,Non-Veg,No,Yes,weekly,18944
87948,5,4,11606,September,no,Non-Veg,No,Yes,weekly,15814
117127,6,4,10352,September,yes,Mixed,No,No,Biweekly,14552
130443,3,1,3713,June,no,Vegetarian,Yes,Yes,Biweekly,8350
21306,4,1,16546,October,yes,Mixed,Yes,Yes,Biweekly,21804
139362,8,1,11924,January,yes,Non-Veg,No,Yes,weekly,17468
24483,7,3,10239,April,yes,Mixed,Yes,Yes,weekly,17683
124191,5,2,2920,October,no,Mixed,Yes,Yes,Biweekly,7778
28323,6,3,6758,April,yes,Vegetarian,No,No,Biweekly,9858
36170,8,3,12934,July,yes,Vegetarian,Yes,No,weekly,17913
126748,8,4,10404,October,no,Mixed,No,Yes,Monthly,16999
129057,3,0,11685,October,yes,Vegetarian,No,Yes,Monthly,14839
69476,2,0,8848,August,no,Mixed,Yes,No,Monthly,10770
111142,7,3,5788,february,yes,Mixed,No,No,weekly,10188
80169,7,1,6263,September,yes,Vegetarian,No,Yes,weekly,10865
95748,7,1,11317,September,no,Mixed,Yes,Yes,Monthly,16662
82373,7,1,14892,July,yes,Vegetarian,No,No,weekly,18192
105082,3,2,12814,June,no,Non-Veg,Yes,No,Monthly,16353
134259,4,3,8380,November,no,Non-Veg,Yes,Yes,Monthly,12863
81265,3,0,6035,October,no,Vegetarian,No,Yes,Monthly,7702
58444,6,4,9810,June,yes,Mixed,Yes,No,Monthly,15124
132405,4,0,6803,July,no,Vegetarian,Yes,Yes,weekly,10079
93415,3,1,10200,March,no,Non-Veg,No,Yes,Monthly,13136
52044,1,0,3611,November,yes,Non-Veg,No,Yes,Biweekly,3806
95225,5,2,13817,December,no,Mixed,Yes,Yes,Monthly,20770
82868,2,1,8799,August,no,Non-Veg,No,No,Monthly,9599
16222,1,0,14480,April,no,Mixed,Yes,Yes,Biweekly,16678
110717,3,0,5510,January,yes,Non-Veg,No,No,Monthly,7010
65015,1,0,11328,October,no,Mixed,Yes,Yes,Monthly,13923
121415,3,2,14375,April,no,Mixed,No,No,weekly,16475
144112,7,2,13824,July,no,Non-Veg,Yes,No,Biweekly,18447
59803,3,2,5244,August,yes,Mixed,Yes,No,Biweekly,8561
103285,5,3,4611,february,yes,Non-Veg,No,Yes,Monthly,8521
61757,2,0,14695,January,no,Vegetarian,No,No,weekly,15195
71010,6,3,16281,December,yes,Mixed,No,Yes,weekly,21754
66328,3,0,14898,April,no,Non-Veg,Yes,Yes,weekly,17585
112178,7,4,7844,April,no,Mixed,No,No,Monthly,12544
135836,4,3,13389,January,yes,Vegetarian,Yes,Yes,Monthly,20219
129170,6,3,14298,October,yes,Non-Veg,Yes,No,Monthly,19650
99738,2,1,6642,february,yes,Non-Veg,No,No,Biweekly,7442
64142,4,1,4250,April,no,Vegetarian,No,No,weekly,6050
75649,6,3,2638,November,yes,Vegetarian,No,Yes,weekly,6574
83781,8,4,8908,January,no,Mixed,No,No,weekly,13608
106666,4,3,10724,June,yes,Vegetarian,No,Yes,Monthly,14500
88892,2,0,12897,March,yes,Non-Veg,No,No,Monthly,13397
27195,1,0,4274,July,no,Mixed,Yes,Yes,Monthly,5320
60404,7,2,10806,November,yes,Vegetarian,No,No,Biweekly,14406
19988,4,2,13942,July,no,Mixed,Yes,No,Biweekly,17469
84568,4,0,6556,October,no,Mixed,No,Yes,weekly,9032
42860,3,0,2886,January,yes,Vegetarian,Yes,Yes,Biweekly,5284
41583,4,2,3227,October,yes,Non-Veg,No,No,Monthly,5327
107668,4,2,6435,July,yes,Non-Veg,No,No,Biweekly,9035
33809,7,2,13735,November,yes,Mixed,Yes,No,Monthly,18221
146576,3,2,16254,November,no,Non-Veg,No,No,weekly,18354
113065,7,1,3534,August,no,Non-Veg,No,Yes,Biweekly,7901
53216,5,2,4156,August,no,Non-Veg,Yes,No,weekly,7722
94599,5,2,10977,June,yes,Mixed,Yes,No,Monthly,14615
142220,8,0,14261,March,no,Vegetarian,No,No,weekly,18261
24968,8,0,8928,January,no,Vegetarian,No,Yes,Monthly,13571
136974,6,4,8624,September,yes,Vegetarian,No,No,weekly,12824
71881,5,1,7251,March,yes,Vegetarian,Yes,Yes,Biweekly,11137
65698,3,1,6698,October,no,Non-Veg,No,No,weekly,7998
119526,5,1,17321,January,no,Mixed,No,No,weekly,20121
123623,6,0,7839,february,no,Non-Veg,No,No,weekly,10839
129461,3,2,9688,April,no,Mixed,Yes,No,Monthly,13704
36779,4,3,3588,October,yes,Mixed,Yes,Yes,weekly,7541
131541,8,2,14676,August,yes,Mixed,Yes,No,Monthly,21124
58105,1,0,17808,August,no,Non-Veg,Yes,No,weekly,19570
108769,3,2,3344,December,no,Non-Veg,No,No,Monthly,5444
141456,4,2,9711,December,no,Vegetarian,No,Yes,Monthly,13095
107784,8,4,15214,November,no,Mixed,No,No,Biweekly,20414
65197,7,2,8416,June,no,Non-Veg,No,No,Monthly,12016
133603,1,0,9495,October,yes,Vegetarian,Yes,No,Monthly,10538
30412,3,0,10025,October,no,Non-Veg,No,Yes,Monthly,11776
50776,5,0,5265,December,yes,Vegetarian,No,No,weekly,7265
24350,1,0,8468,february,yes,Vegetarian,No,No,Monthly,8168
96278,2,0,9962,June,yes,Non-Veg,No,Yes,Monthly,11039
130868,8,3,14610,March,no,Vegetarian,No,No,weekly,19510
75360,7,4,12324,August,yes,Vegetarian,No,No,Biweekly,16524
124984,1,0,3593,December,no,Mixed,Yes,No,weekly,5503
63054,2,0,15151,November,yes,Mixed,Yes,Yes,Biweekly,18940
